卌	295
卑	296
卒	297
卓	298
南	299
卜	300
卝	301
占	302
卦	303
卩	304
卪	305
卬	306
卯	307
印	308
危	309
即	310
卵	311
卷	312
卸	313
卻	314
卿	315
厂	316
厃	317
厄	318
厈	319
厓	320
厘	321
原	322
厤	323
厥	324
厭	325
厲	326
厶	327
厷	328
厸	329
去	330
參	331
又	332
叉	333
及	334
友	335
反	336
叒	337
叔	338
叕	339
取	340
受	341
叚	342
叟	343
口	344
古	345
句	346
另	347
叧	348
叩	349
只	350
召	351
可	352
台	353
史	354
右	355
号	356
司	357
吂	358
各	359
吅	360
合	361
吉	362
吋	363
同	364
名	365
后	366
吏	367
向	368
吕	369
君	370
否	371
含	372
启	373
吳	374
吴	375
吾	376
呂	377
呆	378
呈	379
告	380
呑	381
周	382
咅	383
咠	384
咢	385
咨	386
咸	387
咼	388
品	389
員	390
哥	391
唐	392
啇	393
啚	394
善	395
喜	396
喪	397
喬	398
單	399
喿	400
嗇	401
嘗	402
嘼	403
噩	404
嚴	405
囊	406
囗	407
囚	408
四	409
回	410
因	411
囪	412
囬	413
困	414
囱	415
囷	416
固	417
國	418
土	419
圣	420
在	421
圭	422
圼	423
均	424
坎	425
坐	426
坒	427
坴	428
垂	429
垔	430
垚	431
埶	432
執	433
堂	434
堅	435
堇	436
堯	437
士	438
壬	439
壯	440
壳	441
壴	442
壹	443
壺	444
壽	445
夂	446
夃	447
处	448
夅	449
夆	450
夋	451
夌	452
复	453
夏	454
夐	455
夒	456
夕	457
夗	458
多	459
夜	460
大	461
天	462
太	463
夫	464
夬	465
夭	466
央	467
失	468
夷	469
夸	470
夾	471
奄	472
奇	473
奉	474
奏	475
奐	476
契	477
奚	478
奞	479
奠	480
奥	481
女	482
奴	483
奻	484
如	485
妟	486
妥	487
妻	488
妾	489
委	490
婁	491
嬰	492
嬴	493
子	494
孑	495
孓	496
孔	497
存	498
孚	499
孛	500
孝	501
孟	502
季	503
孤	504
孨	505
孫	506
孰	507
孱	508
宀	509
宁	510
它	511
宅	512
守	513
安	514
完	515
宓	516
宗	517
官	518
定	519
宛	520
宜	521
客	522
宣	523
宰	524
害	525
家	526
容	527
宿	528
寅	529
寍	530
察	531
寧	532
審	533
寫	534
寸	535
寺	536
封	537
尃	538
射	539
將	540
專	541
尉	542
尊	543
尌	544
小	545
少	546
尔	547
尗	548
尚	549
尞	550
尢	551
尤	552
尸	553
尹	554
尺	555
尼	556
尾	557
局	558
居	559
屈	560
屋	561
屏	562
展	563
屚	564
屬	565
屮	566
屯	567
屰	568
山	569
岡	570
島	571
崔	572
崩	573
嵒	574
巂	575
巛	576
川	577
州	578
巟	579
巠	580
巢	581
巤	582
工	583
左	584
巨	585
巩	586
巫	587
差	588
己	589
已	590
巳	591
巴	592
巵	593
巷	594
巸	595
巽	596
巾	597
巿	598
帀	599
市	600
布	601
希	602
帚	603
帛	604
帝	605
師	606
席	607
帶	608
常	609
干	610
平	611
年	612
并	613
幸	614
幺	615
幼	616
幽	617
幾	618
广	619
店	620
庚	621
府	622
度	623
庫	624
庶	625
康	626
庸	627
廉	628
廚	629
廛	630
廣	631
廴	632
延	633
廷	634
建	635
廾	636
廿	637
开	638
弁	639
弋	640
式	641
弓	642
弔	643
引	644
弗	645
弘	646
弟	647
弱	648
張	649
彌	650
彎	651
彐	652
彑	653
彔	654
录	655
彖	656
彗	657
彡	658
彥	659
彦	660
彭	661
彳	662
從	663
御	664
復	665
微	666
徵	667
心	668
忄	669
必	670
忍	671
志	672
忝	673
快	674
念	675
忽	676
思	677
恣	678
恩	679
息	680
悉	681
悤	682
悶	683
惟	684
惠	685
惢	686
愈	687
意	688
愛	689
感	690
慮	691
慶	692
憂	693
戈	694
戉	695
戊	696
戌	697
戍	698
戎	699
成	700
我	701
戒	702
戔	703
戕	704
或	705
戚	706
戛	707
戠	708
戶	709
户	710
戾	711
扁	712
扇	713
扈	714
手	715
扌	716
才	717
承	718
折	719
拉	720
拍	721
拑	722
拜	723
支	724
攴	725
攵	726
攸	727
放	728
敄	729
故	730
敏	731
敕	732
敖	733
敝	734
敞	735
敢	736
散	737
敦	738
敫	739
敬	740
數	741
文	742
斗	743
斤	744
斥	745
斦	746
斬	747
斯	748
新	749
方	750
於	751
斿	752
旁	753
旅	754
旉	755
旋	756
族	757
既	758
日	759
旦	760
旨	761
早	762
旬	763
旱	764
旲	765
昆	766
昌	767
昍	768
明	769
昏	770
易	771
昔	772
昗	773
昜	774
昝	775
星	776
春	777
昫	778
昭	779
是	780
昱	781
昷	782
晃	783
普	784
景	785
暴	786
曰	787
曲	788
曳	789
更	790
曷	791
曹	792
曼	793
曾	794
最	795
朁	796
會	797
月	798
有	799
朋	800
朔	801
朝	802
木	803
朩	804
未	805
末	806
本	807
札	808
术	809
朱	810
朵	811
朿	812
杀	813
束	814
条	815
東	816
杲	817
松	818
析	819
林	820
果	821
枼	822
某	823
柔	824
查	825
柬	826
柰	827
栗	828
桀	829
桑	830
桼	831
條	832
梟	833
棥	834
楚	835
樂	836
樊	837
檗	838
欒	839
欠	840
次	841
欣	842
欮	843
欲	844
欶	845
歇	846
止	847
正	848
此	849
步	850
武	851
歨	852
歰	853
歲	854
歷	855
歹	856
死	857
殳	858
段	859
殷	860
殸	861
殹	862
殿	863
毁	864
毋	865
毌	866
母	867
每	868
比	869
毚	870
毛	871
毳	872
氏	873
氐	874
民	875
气	876
氣	877
水	878
氵	879
氶	880
永	881
氺	882
氾	883
氿	884
求	885
汒	886
沓	887
沙	888
沾	889
泉	890
泊	891
法	892
泙	893
波	894
洛	895
洰	896
活	897
洼	898
浦	899
海	900
涂	901
涖	902
淫	903
淮	904
湯	905
溥	906
滕	907
滿	908
潘	909
澡	910
火	911
灬	912
灰	913
炎	914
炭	915
為	916
烏	917
烕	918
烝	919
焉	920
無	921
焦	922
然	923
熏	924
燕	925
爪	926
爫	927
爭	928
爯	929
爰	930
爵	931
父	932
爻	933
爽	934
爾	935
爿	936
片	937
牙	938
牚	939
牛	940
牟	941
牽	942
犀	943
犬	944
犭	945
犮	946
狂	947
狄	948
猒	949
猗	950
獄	951
玄	952
率	953
玉	954
王	955
玨	956
珀	957
班	958
瓜	959
瓦	960
甘	961
甚	962
生	963
産	964
用	965
甩	966
甫	967
甬	968
田	969
由	970
甲	971
申	972
电	973
甶	974
男	975
甹	976
甾	977
畀	978
畏	979
畐	980
留	981
畜	982
畟	983
畢	984
番	985
畫	986
異	987
當	988
畺	989
畾	990
疋	991
疌	992
疏	993
疐	994
疑	995
疒	996
疾	997
癶	998
癸	999
登	1000
發	1001
白	1002
百	1003
皃	1004
皅	1005
皆	1006
皇	1007
皋	1008
皮	1009
皿	1010
盈	1011
益	1012
盍	1013
盡	1014
監	1015
盧	1016
目	1017
直	1018
相	1019
盾	1020
眇	1021
眉	1022
眔	1023
真	1024
睘	1025
睪	1026
睿	1027
瞢	1028
瞿	1029
矍	1030
矛	1031
矞	1032
矢	1033
矣	1034
知	1035
石	1036
砳	1037
磨	1038
示	1039
礻	1040
祘	1041
票	1042
祭	1043
禁	1044
禸	1045
禹	1046
禺	1047
离	1048
禽	1049
禾	1050
禿	1051
秀	1052
秋	1053
科	1054
秦	1055
稟	1056
穌	1057
穴	1058
穵	1059
空	1060
窄	1061
立	1062
竞	1063
竟	1064
章	1065
童	1066
竹	1067
筑	1068
筮	1069
節	1070
米	1071
粦	1072
粲	1073
糸	1074
糹	1075
系	1076
約	1077
索	1078
累	1079
絜	1080
絲	1081
維	1082
縕	1083
縣	1084
繭	1085
缶	1086
罒	1087
罔	1088
罙	1089
署	1090
罷	1091
羅	1092
羊	1093
美	1094
羔	1095
羕	1096
義	1097
羲	1098
羽	1099
翁	1100
翏	1101
習	1102
翕	1103
翟	1104
翰	1105
老	1106
耂	1107
考	1108
者	1109
耆	1110
而	1111
耑	1112
耒	1113
耤	1114
耦	1115
耳	1116
耶	1117
聑	1118
聚	1119
聶	1120
聽	1121
聿	1122
肀	1123
肅	1124
肉	1125
肋	1126
肖	1127
肙	1128
肯	1129
育	1130
肴	1131
胃	1132
胡	1133
胥	1134
能	1135
脊	1136
臣	1137
臤	1138
臧	1139
自	1140
臬	1141
臭	1142
臱	1143
至	1144
致	1145
臼	1146
臽	1147
臾	1148
臿	1149
舀	1150
舂	1151
舄	1152
與	1153
舉	1154
舌	1155
舍	1156
舛	1157
舜	1158
舟	1159
般	1160
艮	1161
良	1162
艱	1163
艹	1164
艾	1165
芻	1166
苗	1167
苟	1168
若	1169
英	1170
茶	1171
荅	1172
荒	1173
莫	1174
莽	1175
菐	1176
華	1177
萈	1178
萑	1179
萬	1180
著	1181
董	1182
葬	1183
蒙	1184
蒦	1185
蓺	1186
蔑	1187
蕭	1188
薛	1189
藏	1190
藝	1191
藺	1192
蘇	1193
虍	1194
虎	1195
虐	1196
虒	1197
虚	1198
虛	1199
虜	1200
虫	1201
虽	1202
蚤	1203
蚩	1204
蜀	1205
蟲	1206
蠹	1207
血	1208
衣	1209
衤	1210
表	1211
衰	1212
袁	1213
袞	1214
裊	1215
褱	1216
襄	1217
西	1218
覀	1219
要	1220
覃	1221
見	1222
規	1223
親	1224
覺	1225
覽	1226
角	1227
觜	1228
解	1229
言	1230
詹	1231
誊	1232
諸	1233
謁	1234
谷	1235
豆	1236
豈	1237
豊	1238
豐	1239
豕	1240
豖	1241
豙	1242
象	1243
豦	1244
豪	1245
豸	1246
貇	1247
貌	1248
貍	1249
貝	1250
貞	1251
負	1252
貢	1253
貫	1254
責	1255
貳	1256
貴	1257
買	1258
貿	1259
賁	1260
賈	1261
賏	1262
賓	1263
賞	1264
賣	1265
賤	1266
賴	1267
贊	1268
赤	1269
赦	1270
赫	1271
走	1272
足	1273
路	1274
身	1275
躬	1276
車	1277
軍	1278
輦	1279
轉	1280
辛	1281
辟	1282
辨	1283
辰	1284
辱	1285
農	1286
辶	1287
迷	1288
追	1289
退	1290
造	1291
逢	1292
連	1293
遀	1294
遂	1295
道	1296
達	1297
遣	1298
遷	1299
邑	1300
那	1301
邦	1302
邪	1303
郎	1304
郭	1305
都	1306
鄉	1307
鄭	1308
酉	1309
酋	1310
醮	1311
釆	1312
采	1313
里	1314
重	1315
野	1316
量	1317
金	1318
釜	1319
長	1320
镸	1321
門	1322
閏	1323
閑	1324
間	1325
閔	1326
閣	1327
閭	1328
閵	1329
闌	1330
阜	1331
阝	1332
阿	1333
陰	1334
隊	1335
隋	1336
隡	1337
隱	1338
隶	1339
隹	1340
隺	1341
隼	1342
雇	1343
雋	1344
雍	1345
雐	1346
雔	1347
雚	1348
離	1349
難	1350
雨	1351
雷	1352
電	1353
需	1354
霜	1355
霝	1356
霸	1357
青	1358
非	1359
面	1360
革	1361
韋	1362
韱	1363
音	1364
頁	1365
頃	1366
須	1367
頓	1368
領	1369
頻	1370
顛	1371
風	1372
飛	1373
食	1374
飠	1375
養	1376
首	1377
香	1378
馬	1379
馮	1380
駦	1381
骨	1382
高	1383
髟	1384
鬥	1385
鬯	1386
鬲	1387
鬳	1388
鬼	1389
魏	1390
魚	1391
魯	1392
鮮	1393
鳥	1394
鴈	1395
鹵	1396
鹿	1397
麃	1398
麗	1399
麥	1400
麻	1401
麼	1402
黃	1403
黄	1404
黍	1405
黑	1406
黽	1407
鼎	1408
鼓	1409
鼠	1410
鼻	1411
齊	1412
齒	1413
龍	1414
龠	1415
龥	1416
龰	1417
龴	1418
龵	1419
龶	1420
龷	1421
龹	1422
类	1423
𠀎	1424
𠀐	1425
𠁣	1426
𠁤	1427
𠁳	1428
𠂆	1429
𠂇	1430
𠂈	1431
𠂉	1432
𠂊	1433
𠂋	1434
𠂎	1435
𠂑	1436
𠂒	1437
𠂔	1438
𠂢	1439
𠂤	1440
𠃊	1441
𠃌	1442
𠃑	1443
𠃛	1444
𠃜	1445
𠄌	1446
𠄎	1447
𠄐	1448
𠅃	1449
𠅇	1450
𠔼	1451
𠔿	1452
𠕁	1453
𠕒	1454
𠘧	1455
𠚕	1456
𠣜	1457
𠤎	1458
𠤕	1459
𠦏	1460
𠦝	1461
𠩺	1462
𠪚	1463
𠫓	1464
𠫔	1465
𠫯	1466
𠬝	1467
𠬶	1468
𠮛	1469
𠮠	1470
𠮷	1471
𠳋	1472
𡌥	1473
𡕙	1474
𡕩	1475
𡗗	1476
𡗞	1477
𡚬	1478
𡨄	1479
𡩧	1480
𡬠	1481
𡭴	1482
𡯄	1483
𡰪	1484
𡰯	1485
𡱒	1486
𡿺	1487
𢆉	1488
𢆶	1489
𢇇	1490
𢎨	1491
𢖻	1492
𢛳	1493
𢦏	1494
𢧜	1495
𢼄	1496
𢼸	1497
𢽠	1498
𢾰	1499
𣎳	1500
𣏂	1501
𣏃	1502
𣏟	1503
𣢟	1504
𣥂	1505
𣦵	1506
𣦼	1507
𣪠	1508
𣫞	1509
𣬉	1510
𣶒	1511
𤇾	1512
𤍾	1513
𤔔	1514
𤕻	1515
𤰇	1516
𤰞	1517
𤴓	1518
𤴔	1519
𤿺	1520
𥁕	1521
𥃦	1522
𥃭	1523
𥃲	1524
𥝢	1525
𥞤	1526
𦆕	1527
𦈢	1528
𦉪	1529
𦍌	1530
𦍎	1531
𦍒	1532
𦐇	1533
𦓐	1534
𦔮	1535
𦔻	1536
𦘒	1537
𦙲	1538
𦣞	1539
𦣻	1540
𦥑	1541
𦥔	1542
𦥯	1543
𦬫	1544
𦭝	1545
𦰩	1546
𧈧	1547
𧘇	1548
𧰨	1549
𧴪	1550
𧾷	1551
𨊠	1552
𩰊	1553
𩰋	1554
𩵋	1555
𩾏	1556
𪑛	1557
𫝀	1558
𫠤	1559
𫠥	1560
𫢉	1561
𫥞	1562
𫧇	1563
𫩏	1564
𫩠	1565
𫲸	1566
𫵖	1567
𫶧	1568
𫹍	1569
𬀷	1570
𬎾	1571
𬙙	1572
𭚧	1573
𭠍	1574
𭣦	1575
𭥴	1576
𭩠	1577
𭴘	1578
𭷆	1579
𭷔	1580
𭻾	1581
𮅕	1582
丽	1583
